n,micros,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mx_ut,my_ut,mz_ut
556.0,3259763793.0,-0.02795,-0.45227,-0.8855,-0.061,-0.061,-0.1831,31.0,8.0,-6.0
557.0,3259776791.0,-0.02844,-0.45251,-0.88501,-0.061,-0.061,-0.2441,31.0,8.0,-6.0
558.0,3259791244.0,-0.0282,-0.453,-0.8844,-0.061,0.0,-0.1831,31.0,8.0,-6.0
559.0,3259803376.0,-0.02832,-0.45251,-0.88306,-0.1221,0.0,-0.1831,31.0,8.0,-6.0
560.0,3259815877.0,-0.0282,-0.45203,-0.88293,-0.1221,-0.1221,-0.2441,31.0,8.0,-6.0
561.0,3259833019.0,-0.02747,-0.45178,-0.88489,-0.061,-0.1221,-0.2441,32.0,10.0,-12.0
562.0,3259846842.0,-0.02698,-0.4519,-0.8844,-0.1221,-0.061,-0.2441,32.0,10.0,-12.0
563.0,3259862795.0,-0.02686,-0.45264,-0.88379,-0.061,0.0,-0.2441,32.0,10.0,-12.0
564.0,3259876749.0,-0.02808,-0.45288,-0.88403,0.0,0.0,-0.2441,32.0,10.0,-12.0
565.0,3259889645.0,-0.02783,-0.45264,-0.88452,0.0,0.0,-0.1831,32.0,10.0,-12.0
566.0,3259903948.0,-0.02759,-0.45239,-0.88416,-0.1221,0.0,-0.2441,32.0,10.0,-12.0
567.0,3259918360.0,-0.02856,-0.45288,-0.88379,-0.1221,-0.061,-0.2441,32.0,10.0,-12.0
568.0,3259933241.0,-0.0293,-0.453,-0.88379,-0.1221,0.0,-0.2441,32.0,10.0,-12.0
569.0,3259946176.0,-0.02905,-0.45251,-0.88354,-0.1221,0.0,-0.3052,33.0,9.0,-10.0
570.0,3259960973.0,-0.02759,-0.45251,-0.88293,-0.1221,0.0,-0.3052,33.0,9.0,-10.0
571.0,3259977384.0,-0.02734,-0.45227,-0.88281,-0.1221,-0.061,-0.3052,33.0,9.0,-10.0
572.0,3259992370.0,-0.0271,-0.45239,-0.88354,-0.1221,0.0,-0.2441,33.0,9.0,-10.0
573.0,3260009260.0,-0.02734,-0.45227,-0.88403,-0.1221,0.0,-0.3052,33.0,9.0,-10.0
574.0,3260021870.0,-0.02795,-0.45178,-0.88416,-0.061,0.061,-0.2441,33.0,9.0,-10.0
575.0,3260036843.0,-0.02808,-0.45154,-0.88367,-0.1221,0.061,-0.2441,33.0,9.0,-10.0
576.0,3260049842.0,-0.0282,-0.4519,-0.88452,-0.1831,0.0,-0.2441,33.0,9.0,-10.0
577.0,3260065742.0,-0.02844,-0.45166,-0.88452,-0.1221,0.0,-0.2441,32.0,9.0,-6.0
578.0,3260078639.0,-0.02856,-0.45154,-0.88391,-0.1221,0.0,-0.2441,32.0,9.0,-6.0
579.0,3260093243.0,-0.02795,-0.45288,-0.88379,-0.1221,0.0,-0.2441,32.0,9.0,-6.0
580.0,3260105375.0,-0.02844,-0.453,-0.88416,-0.1831,0.0,-0.3052,32.0,9.0,-6.0
581.0,3260118886.0,-0.02722,-0.45227,-0.88538,-0.1221,0.0,-0.3052,32.0,9.0,-6.0
582.0,3260134261.0,-0.02747,-0.45203,-0.88416,-0.1221,0.0,-0.2441,32.0,9.0,-6.0
583.0,3260145952.0,-0.02771,-0.45203,-0.88306,-0.1221,0.0,-0.3052,32.0,9.0,-6.0
584.0,3260159845.0,-0.02832,-0.45178,-0.88403,-0.1221,0.0,-0.3052,32.0,9.0,-6.0
585.0,3260175563.0,-0.0282,-0.45215,-0.88428,-0.1221,-0.061,-0.3052,34.0,10.0,-8.0
586.0,3260188496.0,-0.02734,-0.4519,-0.88428,-0.061,-0.061,-0.3052,34.0,10.0,-8.0
587.0,3260203258.0,-0.02722,-0.45264,-0.8833,-0.061,-0.061,-0.3052,34.0,10.0,-8.0
588.0,3260213942.0,-0.02783,-0.45349,-0.88342,-0.061,0.0,-0.2441,34.0,10.0,-8.0
589.0,3260225929.0,-0.02832,-0.45337,-0.8844,-0.061,-0.061,-0.2441,34.0,10.0,-8.0
590.0,3260239846.0,-0.02759,-0.45227,-0.88391,-0.061,-0.061,-0.2441,34.0,10.0,-8.0
591.0,3260256266.0,-0.0271,-0.45239,-0.88293,0.0,0.0,-0.3052,34.0,10.0,-8.0
592.0,3260271974.0,-0.02734,-0.45288,-0.88367,-0.061,0.061,-0.3052,34.0,10.0,-8.0
593.0,3260285650.0,-0.02722,-0.453,-0.88403,-0.1221,-0.061,-0.2441,32.0,10.0,-5.0
594.0,3260298568.0,-0.02747,-0.45288,-0.8844,-0.1831,-0.061,-0.2441,32.0,10.0,-5.0
595.0,3260311527.0,-0.02759,-0.4519,-0.88452,-0.1831,0.0,-0.2441,32.0,10.0,-5.0
596.0,3260324460.0,-0.02759,-0.45178,-0.8844,-0.1221,0.0,-0.2441,32.0,10.0,-5.0
597.0,3260341169.0,-0.02734,-0.45239,-0.88391,-0.061,-0.061,-0.2441,32.0,10.0,-5.0
598.0,3260355800.0,-0.02771,-0.45325,-0.88428,0.0,-0.061,-0.2441,32.0,10.0,-5.0
599.0,3260370754.0,-0.02869,-0.45325,-0.88403,0.0,-0.061,-0.2441,32.0,10.0,-5.0
600.0,3260384635.0,-0.02905,-0.45264,-0.88342,-0.061,-0.061,-0.2441,32.0,10.0,-5.0
601.0,3260401439.0,-0.0293,-0.45203,-0.8855,-0.061,-0.1221,-0.1831,30.0,8.0,-13.0
602.0,3260416240.0,-0.02966,-0.45239,-0.8855,-0.1221,-0.061,-0.1831,30.0,8.0,-13.0
603.0,3260427979.0,-0.02893,-0.45312,-0.88464,-0.1221,0.0,-0.2441,30.0,8.0,-13.0
604.0,3260444871.0,-0.02734,-0.45288,-0.88293,-0.1221,0.0,-0.2441,30.0,8.0,-13.0
605.0,3260459802.0,-0.02747,-0.4519,-0.88293,-0.1221,0.0,-0.1831,30.0,8.0,-13.0
606.0,3260474163.0,-0.02893,-0.45166,-0.8844,-0.1221,0.0,-0.1831,30.0,8.0,-13.0
607.0,3260487827.0,-0.02808,-0.45166,-0.88477,-0.1221,0.0,-0.2441,30.0,8.0,-13.0
608.0,3260502236.0,-0.02734,-0.45288,-0.88379,-0.1221,-0.061,-0.3052,30.0,8.0,-13.0
609.0,3260514743.0,-0.02844,-0.45312,-0.8844,-0.1831,-0.061,-0.3052,31.0,8.0,-14.0
610.0,3260530252.0,-0.0282,-0.453,-0.88477,-0.1831,0.0,-0.3052,31.0,8.0,-14.0
611.0,3260542384.0,-0.0282,-0.45264,-0.88416,-0.1831,0.0,-0.2441,31.0,8.0,-14.0
612.0,3260558991.0,-0.02881,-0.45239,-0.88428,-0.1221,0.0,-0.2441,31.0,8.0,-14.0
613.0,3260573956.0,-0.02905,-0.45264,-0.8844,-0.1221,0.0,-0.2441,31.0,8.0,-14.0
614.0,3260587367.0,-0.02881,-0.45264,-0.88452,-0.1221,0.0,-0.2441,31.0,8.0,-14.0
615.0,3260601940.0,-0.0282,-0.45239,-0.88416,-0.1221,0.0,-0.2441,31.0,8.0,-14.0
616.0,3260618176.0,-0.02783,-0.45276,-0.88403,-0.061,0.0,-0.1831,31.0,8.0,-14.0
617.0,3260634189.0,-0.02783,-0.45264,-0.88538,-0.061,-0.061,-0.1831,31.0,8.0,-8.0
618.0,3260646851.0,-0.02783,-0.45227,-0.88525,-0.1221,0.0,-0.3052,31.0,8.0,-8.0
619.0,3260654950.0,-0.02783,-0.45276,-0.88464,-0.061,0.0,-0.3052,31.0,8.0,-8.0
620.0,3260671244.0,-0.02893,-0.45276,-0.88403,-0.1221,0.0,-0.2441,31.0,8.0,-8.0
621.0,3260683373.0,-0.02893,-0.45239,-0.88428,-0.1221,-0.061,-0.3052,31.0,8.0,-8.0
622.0,3260698957.0,-0.02795,-0.45276,-0.88428,-0.061,0.0,-0.2441,31.0,8.0,-8.0
623.0,3260713805.0,-0.02747,-0.45337,-0.88403,-0.1221,0.061,-0.2441,31.0,8.0,-8.0
624.0,3260728784.0,-0.02795,-0.45312,-0.8844,-0.1221,0.0,-0.1831,31.0,8.0,-8.0
625.0,3260742559.0,-0.02832,-0.45178,-0.88367,-0.061,0.0,-0.1831,31.0,5.0,-10.0
626.0,3260757240.0,-0.02832,-0.45215,-0.88391,-0.061,0.0,-0.2441,31.0,5.0,-10.0
627.0,3260767955.0,-0.02808,-0.45276,-0.88428,-0.1221,0.0,-0.3052,31.0,5.0,-10.0
628.0,3260784954.0,-0.02771,-0.45227,-0.88257,-0.1221,-0.061,-0.2441,31.0,5.0,-10.0
629.0,3260801246.0,-0.02917,-0.45276,-0.88379,-0.1221,0.0,-0.2441,31.0,5.0,-10.0
630.0,3260813376.0,-0.02954,-0.45264,-0.88489,-0.1221,-0.061,-0.2441,31.0,5.0,-10.0
631.0,3260829368.0,-0.0293,-0.45239,-0.88464,-0.1221,-0.061,-0.2441,31.0,5.0,-10.0
632.0,3260844375.0,-0.02869,-0.45239,-0.8833,-0.1221,-0.061,-0.2441,31.0,5.0,-10.0
633.0,3260859739.0,-0.02844,-0.45227,-0.88391,-0.1831,0.0,-0.2441,31.0,11.0,-7.0
634.0,3260869794.0,-0.02759,-0.45288,-0.88464,-0.1831,0.0,-0.2441,31.0,11.0,-7.0
635.0,3260883862.0,-0.02722,-0.45264,-0.88416,-0.1221,-0.061,-0.1831,31.0,11.0,-7.0
636.0,3260896870.0,-0.02771,-0.45288,-0.88403,-0.061,-0.1221,-0.2441,31.0,11.0,-7.0
637.0,3260909871.0,-0.02795,-0.45349,-0.88354,-0.1221,-0.061,-0.3052,31.0,11.0,-7.0
638.0,3260922852.0,-0.02771,-0.45251,-0.88367,-0.1221,0.0,-0.3052,31.0,11.0,-7.0
639.0,3260935785.0,-0.02856,-0.45227,-0.88452,-0.061,0.0,-0.1831,31.0,11.0,-7.0
640.0,3260949775.0,-0.02881,-0.4519,-0.88501,-0.1221,-0.061,-0.1831,31.0,11.0,-7.0
641.0,3260966925.0,-0.02881,-0.4519,-0.88379,-0.1221,-0.061,-0.2441,32.0,8.0,-9.0
642.0,3260979787.0,-0.02905,-0.4519,-0.8833,-0.061,-0.061,-0.2441,32.0,8.0,-9.0
643.0,3260995786.0,-0.02808,-0.4519,-0.88354,0.0,-0.061,-0.2441,32.0,8.0,-9.0
644.0,3261009742.0,-0.0282,-0.45312,-0.88379,-0.061,-0.1221,-0.2441,32.0,8.0,-9.0
645.0,3261021864.0,-0.02869,-0.45361,-0.88354,-0.1221,-0.1221,-0.2441,32.0,8.0,-9.0
646.0,3261039786.0,-0.02808,-0.45239,-0.88452,-0.1831,0.0,-0.3052,32.0,8.0,-9.0
647.0,3261054986.0,-0.02759,-0.45251,-0.88391,-0.1221,0.0,-0.2441,32.0,8.0,-9.0
648.0,3261072151.0,-0.02808,-0.45276,-0.88416,-0.061,0.0,-0.2441,32.0,8.0,-9.0
649.0,3261088930.0,-0.0293,-0.45178,-0.88318,-0.061,-0.061,-0.2441,32.0,10.0,-11.0
650.0,3261102809.0,-0.02808,-0.45288,-0.8844,-0.1221,-0.061,-0.2441,32.0,10.0,-11.0
651.0,3261115809.0,-0.02783,-0.453,-0.88428,-0.1221,-0.061,-0.2441,32.0,10.0,-11.0
652.0,3261128835.0,-0.02759,-0.45227,-0.88416,-0.061,-0.061,-0.2441,32.0,10.0,-11.0
653.0,3261142865.0,-0.02795,-0.45154,-0.88403,-0.061,-0.061,-0.2441,32.0,10.0,-11.0
654.0,3261159246.0,-0.0282,-0.45142,-0.88416,-0.061,-0.061,-0.2441,32.0,10.0,-11.0
655.0,3261171383.0,-0.02734,-0.45178,-0.88452,-0.1221,0.0,-0.2441,32.0,10.0,-11.0
656.0,3261184376.0,-0.02771,-0.45288,-0.88477,-0.1221,0.061,-0.2441,32.0,10.0,-11.0
657.0,3261198639.0,-0.0282,-0.45239,-0.88416,-0.1221,0.061,-0.3052,32.0,7.0,-10.0
658.0,3261213966.0,-0.02771,-0.4519,-0.88367,-0.061,-0.061,-0.2441,32.0,7.0,-10.0
659.0,3261229252.0,-0.02771,-0.45227,-0.88391,-0.1221,0.0,-0.3052,32.0,7.0,-10.0
660.0,3261241377.0,-0.02832,-0.45276,-0.88403,-0.1221,-0.061,-0.3052,32.0,7.0,-10.0
661.0,3261256876.0,-0.02966,-0.45264,-0.88403,-0.1221,-0.061,-0.2441,32.0,7.0,-10.0
662.0,3261271951.0,-0.02917,-0.45239,-0.8844,-0.1221,-0.061,-0.2441,32.0,7.0,-10.0
663.0,3261284253.0,-0.02881,-0.45203,-0.88428,-0.1221,0.0,-0.3052,32.0,7.0,-10.0
664.0,3261296945.0,-0.02869,-0.45288,-0.88428,-0.1221,0.0,-0.3052,32.0,7.0,-10.0
665.0,3261313567.0,-0.02869,-0.45386,-0.88342,-0.061,-0.061,-0.2441,32.0,9.0,-6.0
666.0,3261325875.0,-0.02808,-0.45276,-0.88379,-0.061,-0.061,-0.2441,32.0,9.0,-6.0
667.0,3261342257.0,-0.02808,-0.45215,-0.88391,-0.1221,0.0,-0.2441,32.0,9.0,-6.0
668.0,3261354359.0,-0.02783,-0.45227,-0.88452,-0.1221,0.0,-0.2441,32.0,9.0,-6.0
669.0,3261370859.0,-0.02759,-0.45276,-0.88416,-0.061,0.061,-0.2441,32.0,9.0,-6.0
670.0,3261385791.0,-0.02759,-0.45251,-0.88391,-0.061,0.0,-0.1831,32.0,9.0,-6.0
671.0,3261401736.0,-0.02771,-0.45251,-0.88452,-0.1221,-0.061,-0.1831,32.0,9.0,-6.0
672.0,3261416785.0,-0.02808,-0.45288,-0.88257,-0.1831,0.0,-0.3052,32.0,9.0,-6.0
673.0,3261429662.0,-0.0282,-0.45325,-0.88232,-0.1831,0.0,-0.3052,33.0,9.0,-9.0
674.0,3261441873.0,-0.02795,-0.45312,-0.88367,-0.1221,-0.061,-0.2441,33.0,9.0,-9.0
675.0,3261457247.0,-0.02844,-0.453,-0.88477,-0.061,-0.061,-0.2441,33.0,9.0,-9.0
676.0,3261468968.0,-0.02844,-0.45239,-0.88342,-0.061,-0.061,-0.2441,33.0,9.0,-9.0
677.0,3261484253.0,-0.02869,-0.45215,-0.88428,-0.1221,-0.061,-0.2441,33.0,9.0,-9.0
678.0,3261496863.0,-0.02844,-0.45239,-0.8855,-0.1221,-0.061,-0.3052,33.0,9.0,-9.0
679.0,3261510792.0,-0.02783,-0.45251,-0.88489,-0.1221,-0.061,-0.2441,33.0,9.0,-9.0
680.0,3261524786.0,-0.02808,-0.45178,-0.88293,-0.1221,-0.061,-0.1831,33.0,9.0,-9.0
681.0,3261537664.0,-0.02844,-0.45239,-0.88379,-0.061,0.0,-0.1831,34.0,10.0,-10.0
682.0,3261552953.0,-0.02856,-0.45325,-0.88428,-0.1221,0.061,-0.2441,34.0,10.0,-10.0
683.0,3261568840.0,-0.02808,-0.45251,-0.88452,-0.061,0.0,-0.2441,34.0,10.0,-10.0
684.0,3261583793.0,-0.02734,-0.45251,-0.88428,-0.061,0.0,-0.1831,34.0,10.0,-10.0
685.0,3261600869.0,-0.02783,-0.45312,-0.88391,-0.1221,0.0,-0.2441,34.0,10.0,-10.0
686.0,3261613163.0,-0.0282,-0.45361,-0.88477,-0.1221,-0.061,-0.2441,34.0,10.0,-10.0
687.0,3261627794.0,-0.02881,-0.45349,-0.88501,-0.1221,-0.061,-0.1831,34.0,10.0,-10.0
688.0,3261641769.0,-0.02917,-0.45312,-0.88611,-0.1221,-0.061,-0.1831,34.0,10.0,-10.0
689.0,3261655549.0,-0.02905,-0.45227,-0.88538,-0.1221,-0.061,-0.2441,32.0,10.0,-8.0
690.0,3261671510.0,-0.02759,-0.45178,-0.88489,-0.1221,-0.061,-0.3052,32.0,10.0,-8.0
691.0,3261683874.0,-0.02759,-0.45251,-0.88513,-0.1221,-0.061,-0.3052,32.0,10.0,-8.0
692.0,3261701174.0,-0.02869,-0.45276,-0.88416,-0.1221,-0.061,-0.3052,32.0,10.0,-8.0
693.0,3261716248.0,-0.02771,-0.45178,-0.88379,-0.061,0.0,-0.2441,32.0,10.0,-8.0
694.0,3261728379.0,-0.02747,-0.45251,-0.88379,-0.061,0.0,-0.2441,32.0,10.0,-8.0
695.0,3261740880.0,-0.02759,-0.45337,-0.88391,-0.061,0.0,-0.2441,32.0,10.0,-8.0
696.0,3261756795.0,-0.0271,-0.45251,-0.88367,-0.061,-0.061,-0.2441,32.0,10.0,-8.0
697.0,3261770570.0,-0.02783,-0.45227,-0.88379,-0.1221,0.0,-0.2441,31.0,8.0,-9.0
698.0,3261782874.0,-0.02832,-0.45288,-0.88416,-0.061,0.0,-0.2441,31.0,8.0,-9.0
699.0,3261797859.0,-0.02783,-0.45349,-0.88501,-0.061,-0.061,-0.2441,31.0,8.0,-9.0
700.0,3261811450.0,-0.02759,-0.45288,-0.88477,-0.061,0.0,-0.2441,31.0,8.0,-9.0
701.0,3261824381.0,-0.02783,-0.45203,-0.8844,-0.1221,0.0,-0.2441,31.0,8.0,-9.0
702.0,3261840374.0,-0.02771,-0.45251,-0.88416,-0.1221,0.061,-0.3052,31.0,8.0,-9.0
703.0,3261852879.0,-0.0271,-0.45239,-0.88367,-0.061,-0.061,-0.2441,31.0,8.0,-9.0
704.0,3261868254.0,-0.02856,-0.45239,-0.88416,0.0,-0.061,-0.3052,31.0,8.0,-9.0
705.0,3261881166.0,-0.0293,-0.45276,-0.88379,0.0,-0.061,-0.2441,32.0,8.0,-14.0
706.0,3261896239.0,-0.0282,-0.45264,-0.88245,-0.061,0.0,-0.2441,32.0,8.0,-14.0
707.0,3261908370.0,-0.02795,-0.45276,-0.8833,-0.061,0.0,-0.2441,32.0,8.0,-14.0
708.0,3261919452.0,-0.02856,-0.45264,-0.88403,-0.1221,0.0,-0.2441,32.0,8.0,-14.0
709.0,3261934421.0,-0.02893,-0.45264,-0.88501,-0.1221,-0.061,-0.2441,32.0,8.0,-14.0
710.0,3261949470.0,-0.02759,-0.45203,-0.88342,-0.061,-0.061,-0.1831,32.0,8.0,-14.0
711.0,3261962472.0,-0.02783,-0.45129,-0.88257,0.0,-0.061,-0.1831,32.0,8.0,-14.0
712.0,3261978469.0,-0.02979,-0.4519,-0.88391,-0.1221,0.0,-0.2441,32.0,8.0,-14.0
713.0,3261994228.0,-0.0293,-0.45215,-0.88281,-0.1221,0.0,-0.2441,32.0,9.0,-7.0
714.0,3262009245.0,-0.02808,-0.45325,-0.88611,-0.061,-0.061,-0.2441,32.0,9.0,-7.0
715.0,3262020942.0,-0.0282,-0.45215,-0.88477,-0.061,-0.061,-0.3052,32.0,9.0,-7.0
716.0,3262034943.0,-0.02661,-0.45227,-0.88391,-0.1221,-0.061,-0.2441,32.0,9.0,-7.0
717.0,3262051238.0,-0.02759,-0.453,-0.88428,-0.1831,-0.061,-0.2441,32.0,9.0,-7.0
718.0,3262063937.0,-0.02808,-0.45251,-0.88354,-0.061,-0.1221,-0.2441,32.0,9.0,-7.0
719.0,3262080258.0,-0.02893,-0.45349,-0.8844,0.0,-0.1221,-0.2441,32.0,9.0,-7.0
720.0,3262091951.0,-0.0282,-0.45312,-0.88464,0.061,-0.1221,-0.1831,32.0,9.0,-7.0
721.0,3262109019.0,-0.02734,-0.45264,-0.88464,0.0,-0.061,-0.1831,30.0,7.0,-5.0
722.0,3262123964.0,-0.0271,-0.453,-0.88403,-0.1221,0.0,-0.2441,30.0,7.0,-5.0
723.0,3262136800.0,-0.02673,-0.45361,-0.8833,-0.061,0.0,-0.2441,30.0,7.0,-5.0
724.0,3262150677.0,-0.0271,-0.45337,-0.88416,0.0,-0.1221,-0.2441,30.0,7.0,-5.0
725.0,3262165548.0,-0.02771,-0.45251,-0.88428,-0.061,-0.061,-0.2441,30.0,7.0,-5.0
726.0,3262179458.0,-0.02783,-0.45251,-0.88501,-0.1221,-0.061,-0.2441,30.0,7.0,-5.0
727.0,3262195952.0,-0.02722,-0.45264,-0.88452,-0.061,-0.061,-0.2441,30.0,7.0,-5.0
728.0,3262209800.0,-0.02673,-0.453,-0.88428,-0.061,0.0,-0.3052,30.0,7.0,-5.0
729.0,3262226739.0,-0.0271,-0.45312,-0.8844,-0.1221,0.0,-0.2441,31.0,8.0,-12.0
730.0,3262243867.0,-0.02979,-0.45312,-0.88342,-0.061,0.0,-0.1831,31.0,8.0,-12.0
731.0,3262259242.0,-0.02881,-0.453,-0.88354,0.0,0.0,-0.2441,31.0,8.0,-12.0
732.0,3262271367.0,-0.0282,-0.45215,-0.88342,0.0,0.0,-0.3052,31.0,8.0,-12.0
733.0,3262283363.0,-0.02856,-0.45203,-0.88391,-0.061,0.0,-0.3052,31.0,8.0,-12.0
734.0,3262299957.0,-0.02832,-0.45264,-0.88379,-0.061,0.0,-0.3052,31.0,8.0,-12.0
735.0,3262312828.0,-0.02771,-0.45251,-0.88416,-0.1221,-0.061,-0.2441,31.0,8.0,-12.0
736.0,3262325956.0,-0.02722,-0.45239,-0.88428,-0.1221,-0.061,-0.2441,31.0,8.0,-12.0
737.0,3262341653.0,-0.02856,-0.45239,-0.88306,-0.061,-0.061,-0.1831,32.0,10.0,-6.0
738.0,3262356687.0,-0.02893,-0.45203,-0.88293,-0.061,-0.061,-0.1831,32.0,10.0,-6.0
739.0,3262369688.0,-0.02869,-0.45239,-0.88318,-0.1221,0.0,-0.2441,32.0,10.0,-6.0
740.0,3262381866.0,-0.02808,-0.453,-0.88403,-0.1221,0.0,-0.2441,32.0,10.0,-6.0
741.0,3262397779.0,-0.02771,-0.45276,-0.8844,-0.1221,0.061,-0.3052,32.0,10.0,-6.0
742.0,3262410779.0,-0.02808,-0.45142,-0.8844,-0.061,-0.061,-0.3052,32.0,10.0,-6.0
743.0,3262422853.0,-0.02759,-0.45215,-0.88428,-0.061,-0.061,-0.3052,32.0,10.0,-6.0
744.0,3262436778.0,-0.02759,-0.453,-0.88379,-0.1221,0.0,-0.2441,32.0,10.0,-6.0
745.0,3262449558.0,-0.0282,-0.45117,-0.88293,-0.1221,0.0,-0.2441,33.0,11.0,-10.0
746.0,3262461854.0,-0.02844,-0.45142,-0.88354,-0.1831,0.0,-0.2441,33.0,11.0,-10.0
747.0,3262477804.0,-0.02869,-0.4519,-0.88452,-0.061,0.0,-0.3052,33.0,11.0,-10.0
748.0,3262492780.0,-0.02844,-0.45349,-0.88403,-0.1221,0.0,-0.2441,33.0,11.0,-10.0
749.0,3262506781.0,-0.02808,-0.45398,-0.88403,-0.1221,-0.061,-0.2441,33.0,11.0,-10.0
750.0,3262522948.0,-0.02808,-0.45337,-0.88464,-0.1221,-0.061,-0.2441,33.0,11.0,-10.0
751.0,3262535780.0,-0.02832,-0.45239,-0.8844,-0.061,-0.061,-0.2441,33.0,11.0,-10.0
752.0,3262549781.0,-0.02783,-0.45312,-0.88403,0.0,0.0,-0.1831,33.0,11.0,-10.0
753.0,3262563562.0,-0.02734,-0.45349,-0.88428,-0.1221,-0.061,-0.2441,31.0,8.0,-8.0
754.0,3262579951.0,-0.02856,-0.45349,-0.8833,-0.1221,-0.061,-0.2441,31.0,8.0,-8.0
755.0,3262595238.0,-0.02881,-0.45349,-0.88354,-0.1221,-0.061,-0.1831,31.0,8.0,-8.0
756.0,3262607370.0,-0.02881,-0.45312,-0.88367,-0.1221,0.0,-0.1831,31.0,8.0,-8.0
757.0,3262622380.0,-0.02893,-0.45203,-0.88525,-0.061,0.061,-0.2441,31.0,8.0,-8.0
758.0,3262637935.0,-0.02905,-0.4519,-0.88354,0.0,0.0,-0.2441,31.0,8.0,-8.0
759.0,3262652951.0,-0.02869,-0.45264,-0.88306,-0.061,-0.061,-0.2441,31.0,8.0,-8.0
760.0,3262665782.0,-0.02856,-0.45312,-0.88354,-0.1221,0.0,-0.2441,31.0,8.0,-8.0
761.0,3262680557.0,-0.02893,-0.45215,-0.88464,-0.1221,0.061,-0.2441,32.0,11.0,-12.0
762.0,3262695949.0,-0.0293,-0.45142,-0.88489,-0.1221,0.0,-0.2441,32.0,11.0,-12.0
763.0,3262710934.0,-0.02795,-0.45288,-0.88513,-0.061,-0.061,-0.1831,32.0,11.0,-12.0
764.0,3262725948.0,-0.0282,-0.45325,-0.88599,-0.061,-0.061,-0.1831,32.0,11.0,-12.0
765.0,3262741234.0,-0.02759,-0.45166,-0.88281,-0.1221,0.0,-0.1831,32.0,11.0,-12.0
766.0,3262751948.0,-0.02771,-0.4519,-0.88318,-0.1221,0.0,-0.2441,32.0,11.0,-12.0
767.0,3262767852.0,-0.02881,-0.4519,-0.88391,-0.061,0.0,-0.2441,32.0,11.0,-12.0
768.0,3262782955.0,-0.02905,-0.45251,-0.88513,-0.061,0.0,-0.2441,32.0,11.0,-12.0
769.0,3262798635.0,-0.02856,-0.45288,-0.88489,-0.061,0.0,-0.2441,32.0,10.0,-11.0
770.0,3262813615.0,-0.02856,-0.45251,-0.88538,-0.061,0.0,-0.2441,32.0,10.0,-11.0
771.0,3262829951.0,-0.02759,-0.45361,-0.8844,-0.061,0.0,-0.2441,32.0,10.0,-11.0
772.0,3262846244.0,-0.02734,-0.45361,-0.8833,-0.061,-0.061,-0.2441,32.0,10.0,-11.0
773.0,3262857936.0,-0.02808,-0.453,-0.88293,-0.061,-0.061,-0.3052,32.0,10.0,-11.0
774.0,3262873785.0,-0.02844,-0.45239,-0.88379,-0.1221,0.0,-0.2441,32.0,10.0,-11.0
775.0,3262886775.0,-0.02869,-0.45288,-0.88342,-0.1221,-0.061,-0.2441,32.0,10.0,-11.0
776.0,3262902947.0,-0.02795,-0.45239,-0.88342,-0.1221,-0.061,-0.1831,32.0,10.0,-11.0
777.0,3262919010.0,-0.02771,-0.45337,-0.88513,-0.1221,-0.061,-0.1831,32.0,8.0,-10.0
778.0,3262933956.0,-0.02795,-0.45337,-0.88464,-0.061,0.0,-0.2441,32.0,8.0,-10.0
779.0,3262946786.0,-0.02759,-0.45264,-0.88403,0.0,0.0,-0.3052,32.0,8.0,-10.0
780.0,3262962945.0,-0.02783,-0.45276,-0.88428,-0.061,0.0,-0.3052,32.0,8.0,-10.0
781.0,3262977932.0,-0.0282,-0.453,-0.88428,-0.1221,-0.061,-0.2441,32.0,8.0,-10.0
782.0,3262987445.0,-0.02869,-0.453,-0.88293,-0.061,-0.061,-0.3052,32.0,8.0,-10.0
783.0,3263001463.0,-0.02869,-0.45264,-0.88281,-0.061,-0.061,-0.3052,32.0,8.0,-10.0
784.0,3263017937.0,-0.02844,-0.45239,-0.88416,-0.1221,-0.061,-0.2441,32.0,8.0,-10.0
785.0,3263030920.0,-0.02808,-0.453,-0.88464,-0.1221,0.0,-0.1831,32.0,8.0,-6.0
786.0,3263045952.0,-0.02808,-0.45337,-0.88306,-0.1221,0.0,-0.1831,32.0,8.0,-6.0
787.0,3263061238.0,-0.02771,-0.45251,-0.8844,-0.1221,-0.061,-0.2441,32.0,8.0,-6.0
788.0,3263072929.0,-0.0282,-0.45203,-0.88452,-0.061,-0.061,-0.1831,32.0,8.0,-6.0
789.0,3263086939.0,-0.0282,-0.45251,-0.88428,-0.061,0.061,-0.3052,32.0,8.0,-6.0
790.0,3263102872.0,-0.02856,-0.45154,-0.88403,-0.061,0.0,-0.3052,32.0,8.0,-6.0
791.0,3263118787.0,-0.02844,-0.45142,-0.88428,0.0,-0.061,-0.2441,32.0,8.0,-6.0
792.0,3263132743.0,-0.02783,-0.45154,-0.8833,0.0,-0.061,-0.2441,32.0,8.0,-6.0
793.0,3263148727.0,-0.02783,-0.45166,-0.88306,-0.061,0.0,-0.2441,32.0,9.0,-9.0
794.0,3263164940.0,-0.02808,-0.453,-0.88318,-0.061,0.0,-0.3052,32.0,9.0,-9.0
795.0,3263180814.0,-0.02795,-0.453,-0.88306,-0.1221,0.0,-0.1831,32.0,9.0,-9.0
