n,micros,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mx_ut,my_ut,mz_ut
1685.0,3275909711.0,-0.02759,-0.45203,-0.88452,-0.061,-0.061,-0.2441,32.0,10.0,-5.0
1686.0,3275924699.0,-0.02832,-0.45203,-0.88367,-0.1221,-0.061,-0.2441,32.0,10.0,-5.0
1687.0,3275938696.0,-0.02905,-0.45215,-0.88342,-0.1221,-0.061,-0.2441,32.0,10.0,-5.0
1688.0,3275954698.0,-0.02783,-0.45227,-0.8844,-0.061,-0.061,-0.2441,32.0,10.0,-5.0
1689.0,3275969617.0,-0.02771,-0.45264,-0.88391,-0.061,-0.061,-0.1831,31.0,9.0,-6.0
1690.0,3275981705.0,-0.02869,-0.45251,-0.88318,-0.061,0.0,-0.2441,31.0,9.0,-6.0
1691.0,3275997590.0,-0.0282,-0.45325,-0.88269,-0.1221,0.0,-0.3052,31.0,9.0,-6.0
1692.0,3276011530.0,-0.02771,-0.45288,-0.88354,-0.1221,0.0,-0.3052,31.0,9.0,-6.0
1693.0,3276026411.0,-0.02832,-0.45166,-0.88269,-0.061,-0.061,-0.3052,31.0,9.0,-6.0
1694.0,3276040407.0,-0.02893,-0.45154,-0.88391,0.0,-0.061,-0.2441,31.0,9.0,-6.0
1695.0,3276056135.0,-0.02832,-0.45276,-0.88489,0.0,0.0,-0.2441,31.0,9.0,-6.0
1696.0,3276067702.0,-0.02808,-0.45276,-0.88416,-0.061,-0.061,-0.1831,31.0,9.0,-6.0
1697.0,3276081535.0,-0.02808,-0.4519,-0.8844,-0.061,-0.1221,-0.1831,31.0,8.0,-14.0
1698.0,3276094617.0,-0.02869,-0.45166,-0.88501,-0.061,-0.061,-0.1831,31.0,8.0,-14.0
1699.0,3276109588.0,-0.02917,-0.45264,-0.88513,-0.1221,0.0,-0.3052,31.0,8.0,-14.0
1700.0,3276125511.0,-0.02881,-0.45264,-0.88403,-0.1221,0.0,-0.3052,31.0,8.0,-14.0
1701.0,3276137742.0,-0.02893,-0.45203,-0.88379,-0.1221,0.0,-0.3052,31.0,8.0,-14.0
1702.0,3276149767.0,-0.02869,-0.45166,-0.88416,-0.1221,-0.061,-0.2441,31.0,8.0,-14.0
1703.0,3276164750.0,-0.02844,-0.45227,-0.8833,-0.1221,-0.061,-0.2441,31.0,8.0,-14.0
1704.0,3276180717.0,-0.02771,-0.45276,-0.88342,-0.061,-0.061,-0.2441,31.0,8.0,-14.0
1705.0,3276192534.0,-0.02795,-0.45325,-0.88342,-0.061,0.0,-0.2441,32.0,11.0,-8.0
1706.0,3276207442.0,-0.02808,-0.45251,-0.88318,-0.061,-0.061,-0.2441,32.0,11.0,-8.0
1707.0,3276221848.0,-0.02783,-0.45178,-0.88379,-0.061,-0.061,-0.2441,32.0,11.0,-8.0
1708.0,3276235700.0,-0.02808,-0.45227,-0.88416,-0.061,0.0,-0.2441,32.0,11.0,-8.0
1709.0,3276251586.0,-0.02808,-0.45349,-0.88501,-0.1221,-0.1221,-0.3052,32.0,11.0,-8.0
1710.0,3276266617.0,-0.02771,-0.453,-0.88501,-0.061,-0.1831,-0.3052,32.0,11.0,-8.0
1711.0,3276282591.0,-0.02783,-0.45239,-0.88501,-0.061,-0.1221,-0.2441,32.0,11.0,-8.0
1712.0,3276291299.0,-0.02808,-0.45264,-0.88489,-0.061,-0.061,-0.2441,32.0,11.0,-8.0
1713.0,3276307901.0,-0.02881,-0.45251,-0.88501,-0.061,-0.061,-0.2441,32.0,6.0,-8.0
1714.0,3276322831.0,-0.02881,-0.45215,-0.88354,-0.061,-0.061,-0.3052,32.0,6.0,-8.0
1715.0,3276335713.0,-0.02844,-0.45203,-0.88342,-0.061,-0.061,-0.2441,32.0,6.0,-8.0
1716.0,3276349652.0,-0.02795,-0.45203,-0.88428,-0.061,-0.061,-0.1831,32.0,6.0,-8.0
1717.0,3276365768.0,-0.02869,-0.45239,-0.88354,-0.061,0.0,-0.2441,32.0,6.0,-8.0
1718.0,3276377761.0,-0.02905,-0.45239,-0.88306,-0.061,0.061,-0.2441,32.0,6.0,-8.0
1719.0,3276392666.0,-0.02881,-0.45203,-0.8833,-0.1221,0.061,-0.2441,32.0,6.0,-8.0
1720.0,3276407821.0,-0.02881,-0.45203,-0.88293,-0.1221,0.061,-0.3052,32.0,6.0,-8.0
1721.0,3276424624.0,-0.02844,-0.45166,-0.88245,-0.1221,0.0,-0.3052,31.0,9.0,-11.0
1722.0,3276439613.0,-0.02795,-0.45215,-0.88306,-0.061,0.0,-0.3052,31.0,9.0,-11.0
1723.0,3276454519.0,-0.02771,-0.45288,-0.88452,0.0,-0.061,-0.2441,31.0,9.0,-11.0
1724.0,3276470511.0,-0.02734,-0.45325,-0.88428,-0.061,0.0,-0.1831,31.0,9.0,-11.0
1725.0,3276486829.0,-0.02747,-0.45239,-0.88281,-0.1221,0.0,-0.2441,31.0,9.0,-11.0
1726.0,3276496764.0,-0.02698,-0.45203,-0.88354,-0.1221,-0.061,-0.2441,31.0,9.0,-11.0
1727.0,3276512714.0,-0.02747,-0.4519,-0.88403,-0.061,0.0,-0.2441,31.0,9.0,-11.0
1728.0,3276526579.0,-0.02771,-0.45129,-0.88403,-0.061,0.0,-0.3052,31.0,9.0,-11.0
1729.0,3276543314.0,-0.02771,-0.45215,-0.88452,-0.1221,0.0,-0.3052,31.0,11.0,-8.0
1730.0,3276557287.0,-0.02783,-0.45276,-0.8855,-0.1221,0.0,-0.3052,31.0,11.0,-8.0
1731.0,3276571294.0,-0.0282,-0.45227,-0.88452,-0.061,0.0,-0.2441,31.0,11.0,-8.0
1732.0,3276587046.0,-0.0282,-0.453,-0.88501,-0.1221,0.061,-0.2441,31.0,11.0,-8.0
1733.0,3276598740.0,-0.02881,-0.45276,-0.88513,-0.1221,0.061,-0.3052,31.0,11.0,-8.0
1734.0,3276612748.0,-0.02832,-0.45227,-0.88452,-0.061,0.0,-0.2441,31.0,11.0,-8.0
1735.0,3276624740.0,-0.02759,-0.4519,-0.88391,-0.061,0.0,-0.2441,31.0,11.0,-8.0
1736.0,3276638651.0,-0.02832,-0.45203,-0.88416,-0.061,-0.061,-0.2441,31.0,11.0,-8.0
1737.0,3276654482.0,-0.02881,-0.45264,-0.88416,-0.1221,-0.061,-0.2441,31.0,9.0,-8.0
1738.0,3276668392.0,-0.02759,-0.45239,-0.88379,-0.1221,0.0,-0.2441,31.0,9.0,-8.0
1739.0,3276684121.0,-0.02771,-0.45264,-0.88403,-0.1221,-0.061,-0.1831,31.0,9.0,-8.0
1740.0,3276694835.0,-0.02869,-0.45239,-0.88416,-0.1221,-0.061,-0.1831,31.0,9.0,-8.0
1741.0,3276708756.0,-0.0282,-0.45239,-0.88428,-0.1221,0.0,-0.2441,31.0,9.0,-8.0
1742.0,3276723826.0,-0.02747,-0.45264,-0.88403,-0.1221,0.0,-0.3052,31.0,9.0,-8.0
1743.0,3276738841.0,-0.02673,-0.45203,-0.88452,-0.061,-0.061,-0.3052,31.0,9.0,-8.0
1744.0,3276751671.0,-0.02686,-0.45166,-0.8844,-0.061,-0.061,-0.2441,31.0,9.0,-8.0
1745.0,3276766391.0,-0.02747,-0.45154,-0.88367,-0.061,0.0,-0.3052,32.0,9.0,-10.0
1746.0,3276782143.0,-0.02893,-0.4519,-0.88379,-0.1831,0.061,-0.2441,32.0,9.0,-10.0
1747.0,3276794514.0,-0.0293,-0.45239,-0.88464,-0.1221,0.0,-0.1831,32.0,9.0,-10.0
1748.0,3276807755.0,-0.02759,-0.45264,-0.8844,-0.061,-0.061,-0.1221,32.0,9.0,-10.0
1749.0,3276820670.0,-0.02759,-0.45276,-0.88464,-0.061,-0.061,-0.2441,32.0,9.0,-10.0
1750.0,3276833580.0,-0.02856,-0.45264,-0.88513,-0.061,-0.061,-0.2441,32.0,9.0,-10.0
1751.0,3276850137.0,-0.02856,-0.45276,-0.88354,-0.061,0.0,-0.2441,32.0,9.0,-10.0
1752.0,3276861827.0,-0.02783,-0.45312,-0.88257,-0.1221,0.0,-0.2441,32.0,9.0,-10.0
1753.0,3276876616.0,-0.02734,-0.45203,-0.88391,-0.1221,0.0,-0.2441,30.0,9.0,-13.0
1754.0,3276893134.0,-0.02759,-0.45239,-0.88489,-0.1221,-0.061,-0.2441,30.0,9.0,-13.0
1755.0,3276905484.0,-0.02808,-0.45312,-0.88428,-0.1831,-0.061,-0.3052,30.0,9.0,-13.0
1756.0,3276920849.0,-0.02905,-0.45239,-0.88416,-0.1221,-0.061,-0.2441,30.0,9.0,-13.0
1757.0,3276935831.0,-0.02795,-0.45276,-0.88477,-0.061,-0.1221,-0.1831,30.0,9.0,-13.0
1758.0,3276947735.0,-0.02783,-0.45215,-0.88403,-0.061,-0.1221,-0.1831,30.0,9.0,-13.0
1759.0,3276960716.0,-0.0282,-0.45129,-0.8833,-0.061,-0.061,-0.3052,30.0,9.0,-13.0
1760.0,3276972759.0,-0.02893,-0.45142,-0.88367,-0.061,-0.061,-0.3052,30.0,9.0,-13.0
1761.0,3276988423.0,-0.02905,-0.45374,-0.88416,-0.061,-0.061,-0.2441,32.0,9.0,-12.0
1762.0,3277002849.0,-0.02759,-0.45312,-0.88391,-0.061,-0.061,-0.1831,32.0,9.0,-12.0
1763.0,3277018751.0,-0.02698,-0.45178,-0.88391,-0.1221,-0.061,-0.1831,32.0,9.0,-12.0
1764.0,3277034717.0,-0.02747,-0.45142,-0.88403,-0.1221,0.0,-0.2441,32.0,9.0,-12.0
1765.0,3277048577.0,-0.02734,-0.45215,-0.88379,-0.1831,0.0,-0.2441,32.0,9.0,-12.0
1766.0,3277061511.0,-0.02771,-0.45227,-0.88342,-0.1831,-0.061,-0.2441,32.0,9.0,-12.0
1767.0,3277076821.0,-0.02893,-0.45276,-0.8855,-0.061,0.0,-0.2441,32.0,9.0,-12.0
1768.0,3277091665.0,-0.02893,-0.45264,-0.88586,-0.061,0.0,-0.3052,32.0,9.0,-12.0
1769.0,3277107394.0,-0.02844,-0.45215,-0.88464,-0.1221,-0.061,-0.3052,32.0,9.0,-10.0
1770.0,3277122137.0,-0.02747,-0.45239,-0.88464,-0.1221,-0.061,-0.2441,32.0,9.0,-10.0
1771.0,3277138127.0,-0.02686,-0.45386,-0.88403,-0.1221,0.0,-0.1831,32.0,9.0,-10.0
1772.0,3277149848.0,-0.02832,-0.45374,-0.88452,-0.061,-0.061,-0.1831,32.0,9.0,-10.0
1773.0,3277163827.0,-0.02881,-0.45325,-0.88403,-0.1221,-0.061,-0.2441,32.0,9.0,-10.0
1774.0,3277177833.0,-0.02795,-0.45239,-0.88428,-0.1221,-0.061,-0.3052,32.0,9.0,-10.0
1775.0,3277190660.0,-0.02734,-0.45178,-0.88391,-0.061,0.0,-0.2441,32.0,9.0,-10.0
1776.0,3277203745.0,-0.02783,-0.45166,-0.88342,-0.061,0.0,-0.2441,32.0,9.0,-10.0
1777.0,3277220505.0,-0.02856,-0.45239,-0.88391,-0.1831,0.061,-0.2441,32.0,10.0,-7.0
1778.0,3277231878.0,-0.0282,-0.45239,-0.88403,-0.1831,0.061,-0.2441,32.0,10.0,-7.0
1779.0,3277246748.0,-0.02795,-0.45276,-0.88477,-0.1221,0.061,-0.3052,32.0,10.0,-7.0
1780.0,3277259833.0,-0.02808,-0.45215,-0.88489,-0.061,0.061,-0.3052,32.0,10.0,-7.0
1781.0,3277272662.0,-0.02844,-0.45105,-0.88342,-0.061,0.0,-0.2441,32.0,10.0,-7.0
1782.0,3277284740.0,-0.02832,-0.4502,-0.88367,-0.061,0.0,-0.2441,32.0,10.0,-7.0
1783.0,3277296761.0,-0.02795,-0.45044,-0.88525,-0.061,0.0,-0.2441,32.0,10.0,-7.0
1784.0,3277309733.0,-0.02869,-0.45227,-0.88379,-0.061,0.0,-0.2441,32.0,10.0,-7.0
1785.0,3277323509.0,-0.02869,-0.45276,-0.88379,-0.061,0.0,-0.2441,31.0,11.0,-8.0
1786.0,3277338435.0,-0.0282,-0.45215,-0.88367,-0.061,-0.061,-0.2441,31.0,11.0,-8.0
1787.0,3277351516.0,-0.02783,-0.45203,-0.88403,-0.1221,-0.061,-0.2441,31.0,11.0,-8.0
1788.0,3277368137.0,-0.0271,-0.45178,-0.88477,-0.1221,0.0,-0.2441,31.0,11.0,-8.0
1789.0,3277379829.0,-0.02808,-0.45239,-0.88464,-0.061,0.0,-0.2441,31.0,11.0,-8.0
1790.0,3277393661.0,-0.02869,-0.45337,-0.8844,-0.1221,0.061,-0.2441,31.0,11.0,-8.0
1791.0,3277406652.0,-0.02881,-0.45312,-0.88379,-0.1221,0.061,-0.3052,31.0,11.0,-8.0
1792.0,3277421821.0,-0.02917,-0.45288,-0.88342,-0.1221,0.0,-0.3052,31.0,11.0,-8.0
1793.0,3277437424.0,-0.02844,-0.45276,-0.88354,0.0,-0.1221,-0.1831,32.0,8.0,-12.0
1794.0,3277448505.0,-0.02844,-0.453,-0.88403,-0.061,-0.061,-0.2441,32.0,8.0,-12.0
1795.0,3277461741.0,-0.02856,-0.45325,-0.88379,-0.1221,0.0,-0.2441,32.0,8.0,-12.0
1796.0,3277475653.0,-0.02869,-0.45312,-0.88245,-0.1831,-0.061,-0.3052,32.0,8.0,-12.0
1797.0,3277489671.0,-0.02844,-0.45178,-0.88403,-0.1221,-0.061,-0.3052,32.0,8.0,-12.0
1798.0,3277506134.0,-0.02808,-0.45142,-0.88403,-0.061,-0.061,-0.1831,32.0,8.0,-12.0
1799.0,3277518834.0,-0.02844,-0.45374,-0.88428,-0.1221,0.0,-0.1831,32.0,8.0,-12.0
1800.0,3277533676.0,-0.02869,-0.4541,-0.88464,-0.1221,0.0,-0.3052,32.0,8.0,-12.0
1801.0,3277546827.0,-0.02869,-0.45264,-0.88403,-0.061,0.061,-0.3052,32.0,10.0,-6.0
1802.0,3277560653.0,-0.02893,-0.45154,-0.88416,-0.1221,0.0,-0.2441,32.0,10.0,-6.0
1803.0,3277575752.0,-0.02881,-0.4519,-0.88367,-0.1221,0.0,-0.2441,32.0,10.0,-6.0
1804.0,3277592135.0,-0.02771,-0.45227,-0.8833,-0.1221,0.0,-0.3052,32.0,10.0,-6.0
1805.0,3277603827.0,-0.02722,-0.45251,-0.88367,-0.061,0.0,-0.3052,32.0,10.0,-6.0
1806.0,3277618749.0,-0.02844,-0.45251,-0.88416,-0.061,-0.061,-0.1831,32.0,10.0,-6.0
1807.0,3277631666.0,-0.02747,-0.45325,-0.88403,-0.061,0.0,-0.2441,32.0,10.0,-6.0
1808.0,3277648135.0,-0.02686,-0.45288,-0.88354,-0.061,-0.061,-0.3052,32.0,10.0,-6.0
1809.0,3277657602.0,-0.02661,-0.45154,-0.8844,-0.061,-0.061,-0.2441,33.0,8.0,-11.0
1810.0,3277674354.0,-0.02686,-0.45142,-0.88489,-0.1221,0.0,-0.2441,33.0,8.0,-11.0
1811.0,3277690126.0,-0.02869,-0.45251,-0.8833,-0.061,0.0,-0.2441,33.0,8.0,-11.0
1812.0,3277701817.0,-0.02905,-0.45276,-0.88354,-0.061,0.0,-0.2441,33.0,8.0,-11.0
1813.0,3277717667.0,-0.02917,-0.45276,-0.88318,-0.061,0.0,-0.2441,33.0,8.0,-11.0
1814.0,3277731587.0,-0.02759,-0.45227,-0.8844,-0.1221,0.061,-0.3052,33.0,8.0,-11.0
1815.0,3277749027.0,-0.02795,-0.45215,-0.8844,-0.1831,-0.061,-0.3052,33.0,8.0,-11.0
1816.0,3277764663.0,-0.0282,-0.45264,-0.8844,-0.061,-0.061,-0.2441,33.0,8.0,-11.0
1817.0,3277781514.0,-0.02771,-0.45276,-0.88354,-0.061,-0.061,-0.2441,31.0,10.0,-10.0
1818.0,3277797826.0,-0.02747,-0.45337,-0.88269,-0.061,0.0,-0.2441,31.0,10.0,-10.0
1819.0,3277813673.0,-0.02808,-0.45337,-0.88391,-0.1221,0.0,-0.2441,31.0,10.0,-10.0
1820.0,3277830138.0,-0.02856,-0.45288,-0.88379,-0.1221,-0.061,-0.2441,31.0,10.0,-10.0
1821.0,3277841830.0,-0.02844,-0.45227,-0.88196,-0.1221,-0.061,-0.2441,31.0,10.0,-10.0
1822.0,3277856846.0,-0.02808,-0.45215,-0.88159,-0.1221,0.0,-0.2441,31.0,10.0,-10.0
1823.0,3277873753.0,-0.02759,-0.4519,-0.88391,-0.1221,-0.061,-0.3052,31.0,10.0,-10.0
1824.0,3277886669.0,-0.0282,-0.45251,-0.88354,-0.061,-0.061,-0.3052,31.0,10.0,-10.0
1825.0,3277901411.0,-0.0282,-0.45337,-0.88379,-0.061,-0.061,-0.2441,31.0,9.0,-5.0
1826.0,3277917402.0,-0.02759,-0.45264,-0.88379,-0.1221,-0.061,-0.2441,31.0,9.0,-5.0
1827.0,3277933398.0,-0.02808,-0.45276,-0.88428,-0.1221,0.0,-0.2441,31.0,9.0,-5.0
1828.0,3277946361.0,-0.02771,-0.45239,-0.88403,-0.1221,0.061,-0.2441,31.0,9.0,-5.0
1829.0,3277962373.0,-0.0282,-0.45251,-0.88477,-0.061,0.0,-0.3052,31.0,9.0,-5.0
1830.0,3277977523.0,-0.02844,-0.45239,-0.88391,-0.1221,-0.061,-0.2441,31.0,9.0,-5.0
1831.0,3277991822.0,-0.02759,-0.45203,-0.88428,-0.1221,-0.061,-0.2441,31.0,9.0,-5.0
1832.0,3278008116.0,-0.02771,-0.45227,-0.88477,-0.061,-0.061,-0.2441,31.0,9.0,-5.0
1833.0,3278019612.0,-0.02869,-0.45203,-0.88452,-0.061,0.0,-0.3052,31.0,9.0,-12.0
1834.0,3278036660.0,-0.02832,-0.45276,-0.88403,-0.061,-0.1221,-0.2441,31.0,9.0,-12.0
1835.0,3278052827.0,-0.0282,-0.45312,-0.88367,-0.061,-0.061,-0.2441,31.0,9.0,-12.0
1836.0,3278066834.0,-0.02832,-0.45312,-0.88428,-0.061,0.061,-0.3052,31.0,9.0,-12.0
1837.0,3278081729.0,-0.0282,-0.45227,-0.8833,-0.061,0.0,-0.2441,31.0,9.0,-12.0
1838.0,3278097666.0,-0.02747,-0.45264,-0.88269,-0.1221,-0.061,-0.2441,31.0,9.0,-12.0
1839.0,3278113831.0,-0.02734,-0.45251,-0.88367,-0.1221,0.0,-0.2441,31.0,9.0,-12.0
1840.0,3278128697.0,-0.02808,-0.45239,-0.88477,-0.1221,0.0,-0.2441,31.0,9.0,-12.0
1841.0,3278145620.0,-0.02917,-0.45276,-0.88464,-0.061,0.0,-0.2441,31.0,8.0,-9.0
1842.0,3278160827.0,-0.0282,-0.45239,-0.88367,-0.061,-0.061,-0.1831,31.0,8.0,-9.0
1843.0,3278175670.0,-0.02771,-0.45288,-0.88379,-0.1221,0.0,-0.2441,31.0,8.0,-9.0
1844.0,3278188582.0,-0.02771,-0.45288,-0.88379,-0.1221,0.0,-0.3052,31.0,8.0,-9.0
1845.0,3278198598.0,-0.02759,-0.45154,-0.8833,0.0,-0.061,-0.3052,31.0,8.0,-9.0
1846.0,3278211496.0,-0.02759,-0.45154,-0.8833,0.0,-0.061,-0.2441,31.0,8.0,-9.0
1847.0,3278227423.0,-0.02795,-0.4519,-0.88452,-0.061,-0.061,-0.2441,31.0,8.0,-9.0
1848.0,3278242829.0,-0.02832,-0.4519,-0.88281,-0.1221,-0.061,-0.3052,31.0,8.0,-9.0
1849.0,3278259506.0,-0.02869,-0.4519,-0.88245,-0.1831,0.061,-0.2441,32.0,8.0,-9.0
1850.0,3278273436.0,-0.02844,-0.45142,-0.88367,-0.1221,0.0,-0.2441,32.0,8.0,-9.0
1851.0,3278288817.0,-0.0282,-0.45203,-0.88403,-0.1221,-0.061,-0.3052,32.0,8.0,-9.0
1852.0,3278305735.0,-0.02905,-0.45312,-0.88452,-0.061,-0.061,-0.3052,32.0,8.0,-9.0
1853.0,3278318698.0,-0.02917,-0.45288,-0.8844,-0.1221,-0.061,-0.2441,32.0,8.0,-9.0
1854.0,3278333830.0,-0.0271,-0.45178,-0.88379,-0.1221,-0.061,-0.2441,32.0,8.0,-9.0
1855.0,3278348698.0,-0.02649,-0.45117,-0.88428,-0.061,0.0,-0.3052,32.0,8.0,-9.0
1856.0,3278363648.0,-0.02808,-0.45215,-0.88452,-0.061,0.0,-0.3052,32.0,8.0,-9.0
1857.0,3278378588.0,-0.02856,-0.45215,-0.88416,-0.1221,-0.061,-0.2441,31.0,10.0,-9.0
1858.0,3278391515.0,-0.02869,-0.45215,-0.8844,-0.1221,-0.061,-0.3052,31.0,10.0,-9.0
1859.0,3278407747.0,-0.02856,-0.45251,-0.88367,-0.061,0.0,-0.3052,31.0,10.0,-9.0
1860.0,3278421812.0,-0.02869,-0.4519,-0.8833,0.0,0.0,-0.1831,31.0,10.0,-9.0
1861.0,3278437660.0,-0.02856,-0.45142,-0.8833,-0.061,-0.061,-0.2441,31.0,10.0,-9.0
1862.0,3278451656.0,-0.02783,-0.45142,-0.88342,-0.061,-0.061,-0.3052,31.0,10.0,-9.0
1863.0,3278467745.0,-0.02808,-0.45337,-0.88379,-0.061,0.0,-0.2441,31.0,10.0,-9.0
1864.0,3278484126.0,-0.02893,-0.453,-0.88293,-0.1221,0.0,-0.1831,31.0,10.0,-9.0
1865.0,3278496598.0,-0.02808,-0.45264,-0.88293,-0.061,-0.061,-0.1831,32.0,10.0,-10.0
1866.0,3278513030.0,-0.02808,-0.45215,-0.8833,-0.061,-0.061,-0.2441,32.0,10.0,-10.0
1867.0,3278527659.0,-0.02881,-0.45117,-0.88379,-0.061,-0.1221,-0.1831,32.0,10.0,-10.0
1868.0,3278540831.0,-0.0293,-0.45093,-0.88416,0.0,-0.061,-0.2441,32.0,10.0,-10.0
1869.0,3278557124.0,-0.02869,-0.45215,-0.88232,0.0,-0.061,-0.2441,32.0,10.0,-10.0
1870.0,3278568737.0,-0.02917,-0.45264,-0.8833,-0.061,-0.061,-0.2441,32.0,10.0,-10.0
1871.0,3278584663.0,-0.02893,-0.45215,-0.88428,-0.1221,-0.061,-0.2441,32.0,10.0,-10.0
1872.0,3278597653.0,-0.02856,-0.45227,-0.88428,-0.061,-0.061,-0.2441,32.0,10.0,-10.0
1873.0,3278608503.0,-0.02771,-0.45203,-0.8844,-0.061,-0.061,-0.1831,33.0,10.0,-10.0
1874.0,3278614125.0,-0.02698,-0.45203,-0.8844,-0.061,-0.061,-0.1831,33.0,10.0,-10.0
1875.0,3278626501.0,-0.02722,-0.45203,-0.88403,-0.1221,0.0,-0.1831,33.0,10.0,-10.0
1876.0,3278638525.0,-0.02795,-0.45227,-0.88403,-0.1831,-0.061,-0.2441,33.0,10.0,-10.0
1877.0,3278653805.0,-0.0282,-0.45227,-0.88391,0.0,-0.1221,-0.2441,33.0,10.0,-10.0
1878.0,3278668819.0,-0.02808,-0.45154,-0.88403,0.061,-0.061,-0.2441,33.0,10.0,-10.0
1879.0,3278681648.0,-0.02808,-0.45129,-0.88452,0.0,0.061,-0.3052,33.0,10.0,-10.0
1880.0,3278698025.0,-0.0282,-0.45288,-0.88403,0.0,0.0,-0.2441,33.0,10.0,-10.0
1881.0,3278711103.0,-0.02661,-0.45215,-0.8844,0.0,0.0,-0.1831,31.0,10.0,-6.0
1882.0,3278725653.0,-0.02783,-0.45166,-0.88391,-0.061,-0.061,-0.1831,31.0,10.0,-6.0
1883.0,3278742118.0,-0.02869,-0.45166,-0.88428,-0.061,-0.061,-0.1831,31.0,10.0,-6.0
1884.0,3278754541.0,-0.02832,-0.45166,-0.88428,-0.1221,-0.061,-0.2441,31.0,10.0,-6.0
1885.0,3278769831.0,-0.0282,-0.45154,-0.88403,-0.061,-0.061,-0.2441,31.0,10.0,-6.0
1886.0,3278784700.0,-0.02856,-0.45215,-0.88293,0.0,0.0,-0.2441,31.0,10.0,-6.0
1887.0,3278800840.0,-0.02856,-0.45251,-0.88318,-0.1221,0.061,-0.3052,31.0,10.0,-6.0
1888.0,3278816658.0,-0.02844,-0.45288,-0.88403,-0.061,-0.061,-0.1831,31.0,10.0,-6.0
1889.0,3278833885.0,-0.0282,-0.453,-0.88391,-0.061,-0.1221,-0.1831,31.0,9.0,-11.0
1890.0,3278848694.0,-0.02747,-0.45325,-0.8844,-0.1221,-0.061,-0.1831,31.0,9.0,-11.0
1891.0,3278861694.0,-0.02795,-0.45349,-0.88501,-0.1221,-0.061,-0.1831,31.0,9.0,-11.0
1892.0,3278874695.0,-0.02832,-0.45288,-0.88428,-0.1221,-0.061,-0.2441,31.0,9.0,-11.0
1893.0,3278890833.0,-0.02832,-0.453,-0.88354,-0.1221,-0.061,-0.3052,31.0,9.0,-11.0
1894.0,3278903661.0,-0.02856,-0.45349,-0.8833,-0.1221,-0.061,-0.2441,31.0,9.0,-11.0
1895.0,3278921043.0,-0.02698,-0.45276,-0.88403,-0.1221,-0.061,-0.2441,31.0,9.0,-11.0
1896.0,3278933659.0,-0.02686,-0.4519,-0.88318,-0.1221,-0.061,-0.2441,31.0,9.0,-11.0
1897.0,3278950887.0,-0.0282,-0.45251,-0.88428,-0.1221,0.0,-0.2441,31.0,9.0,-15.0
1898.0,3278963658.0,-0.02869,-0.45264,-0.88391,-0.1221,-0.061,-0.2441,31.0,9.0,-15.0
1899.0,3278976650.0,-0.02881,-0.45215,-0.8833,-0.061,0.0,-0.1831,31.0,9.0,-15.0
1900.0,3278989556.0,-0.02881,-0.45227,-0.88403,-0.061,0.0,-0.1831,31.0,9.0,-15.0
1901.0,3279002444.0,-0.02881,-0.45239,-0.88416,-0.061,0.0,-0.1831,31.0,9.0,-15.0
1902.0,3279017110.0,-0.02881,-0.45068,-0.88379,-0.1221,0.0,-0.1831,31.0,9.0,-15.0
1903.0,3279029737.0,-0.02844,-0.45068,-0.88403,-0.1221,0.0,-0.1831,31.0,9.0,-15.0
1904.0,3279042650.0,-0.02869,-0.45166,-0.88501,-0.1221,0.0,-0.1831,31.0,9.0,-15.0
1905.0,3279064491.0,-0.0293,-0.45239,-0.88391,-0.061,-0.061,-0.2441,31.0,10.0,-10.0
1906.0,3279079742.0,-0.02832,-0.45239,-0.88354,-0.061,0.0,-0.2441,31.0,10.0,-10.0
1907.0,3279092649.0,-0.02808,-0.45276,-0.8833,-0.061,0.0,-0.2441,31.0,10.0,-10.0
1908.0,3279108819.0,-0.02747,-0.45288,-0.88391,-0.061,0.0,-0.2441,31.0,10.0,-10.0
1909.0,3279123834.0,-0.02783,-0.45203,-0.88342,-0.061,-0.061,-0.2441,31.0,10.0,-10.0
1910.0,3279136663.0,-0.02783,-0.45264,-0.88477,-0.1221,-0.061,-0.2441,31.0,10.0,-10.0
1911.0,3279154015.0,-0.02832,-0.45276,-0.88513,-0.1221,0.0,-0.2441,31.0,10.0,-10.0
1912.0,3279167694.0,-0.02869,-0.45251,-0.88379,-0.1221,-0.061,-0.2441,31.0,10.0,-10.0
1913.0,3279181498.0,-0.02893,-0.45276,-0.88354,-0.061,-0.061,-0.1831,31.0,9.0,-9.0
1914.0,3279195744.0,-0.0293,-0.45312,-0.88391,-0.1221,-0.061,-0.2441,31.0,9.0,-9.0
1915.0,3279211816.0,-0.02917,-0.45288,-0.88391,-0.1831,0.0,-0.2441,31.0,9.0,-9.0
1916.0,3279227748.0,-0.02856,-0.45251,-0.8844,-0.1221,0.0,-0.2441,31.0,9.0,-9.0
1917.0,3279237089.0,-0.02881,-0.45264,-0.88513,-0.1221,-0.061,-0.2441,31.0,9.0,-9.0
1918.0,3279248832.0,-0.02917,-0.45227,-0.8855,-0.061,-0.061,-0.2441,31.0,9.0,-9.0
1919.0,3279261660.0,-0.02881,-0.4519,-0.88477,-0.1221,0.061,-0.3052,31.0,9.0,-9.0
1920.0,3279278126.0,-0.02844,-0.45276,-0.88354,-0.061,0.0,-0.3052,31.0,9.0,-9.0
